party_id,country_name_short,country_name,election_date,vote_share,seats,party_name_short,party_name,party_name_english,country_id,election_id,party_name_ascii,family_name_short,family_name,family_id,most_recent_election_id,most_recent_election_date,most_recent_vote_share,most_recent_seats
1045,LTU,Lithuania,1992-11-15,21.17,30.0,TS-LK,TÄ—vynÄ—s SÄ…junga,Homeland Union,15,439,Tevynes sajunga,con,Conservative,26.0,1009.0,2016-10-09 00:00:00,22.63,31.0
432,LTU,Lithuania,1992-11-15,1.99,4.0,LTS,LietuviÅ³ tautininkÅ³ sÄ…junga,Lithuanian National Union List,15,439,Lietuviu tautininku sajunga,right,Right-wing,40.0,,,,
28,LTU,Lithuania,1992-11-15,2.14,4.0,LLRA,Lietuvos lenkÅ³ rinkimÅ³ akcija,Election Action of Lithuania's Poles,15,439,Lietuvos lenku rinkimu akcija,spec,Special issue,16.0,1009.0,2016-10-09 00:00:00,5.72,8.0
887,LTU,Lithuania,1992-11-15,2.52,2.0,LCS,Lietuvos centro sÄ…junga,Centre Union of Lithuania,15,439,Lietuvos centro sajunga,lib,Liberal,6.0,,,,
383,LTU,Lithuania,1992-11-15,3.55,1.0,JL,Jaunoji Lietuva,Young Lithuania,15,439,Jaunoji Lietuva,right,Right-wing,40.0,,,,
378,LTU,Lithuania,1996-10-20,1.93,1.0,LLiS,Lietuvos liberalÅ³ sÄ…junga,Liberal Union of Lithuania,15,566,,,,,,,,
1632,LTU,Lithuania,1996-10-20,1.75,1.0,LVP,Lietuvos valstieÄiÅ³ partija,Lithuanian Peasant Party,15,566,Lietuvos valstieciu partija,agr,Agrarian,2.0,,,,
1447,LTU,Lithuania,1996-10-20,1.57,1.0,LPKTS,Lietuvos politiniÅ³ kaliniÅ³ ir terminiÅ³ sÄ…junga,Union of Lithuanian Political Prisoners and Deportees,15,566,Lietuvos politiniu kaliniu ir tremtiniu sajunga,spec,Special issue,16.0,,,,
1261,LTU,Lithuania,1996-10-20,3.86,1.0,LMP-NDP,Lietuvos moterÅ³ partija â€“ Naujosios demokratijos partija,Lithuanian Womens Party -- New Democratic Party,15,566,Lietuvos moteru partija -- Naujosios demokratijos partija,soc,Social democracy,11.0,,,,
493,LTU,Lithuania,1996-10-20,3.24,1.0,KDS,KrikÅ¡ÄioniÅ³ demokratÅ³ sÄ…junga,Christian Democratic Union,15,566,Krikscioniu demokratu sajunga,chr,Christian democracy,3.0,,,,
856,LTU,Lithuania,2000-10-08,19.64,29.0,NS,Naujoji sÄ…junga (socialliberalai),New Union (Social Liberals),15,59,Naujoji sajunga (socialliberalai),lib,Liberal,6.0,,,,
863,LTU,Lithuania,2000-10-08,,3.0,LRS,Lietuvos rusÅ³ sÄ…junga,Lithuanian Russian Union,15,59,Lietuvos rusu sajunga,spec,Special issue,16.0,,,,
1562,LTU,Lithuania,2000-10-08,1.27,1.0,LLaS,Lietuvos laisvÄ—s sÄ…junga,Lithuanian Liberty Union,15,59,Lietuvos laisves sajunga,right,Right-wing,40.0,,,,
709,LTU,Lithuania,2000-10-08,2.01,1.0,KKSS,KrikÅ¡ÄioniÅ³ konservatoriÅ³ socialinÄ— sÄ…junga,Christian Conservative Social Union,15,59,Krikscioniu konservatoriu socialine sajunga,chr,Christian democracy,3.0,,,,
581,LTU,Lithuania,2004-10-24,28.44,39.0,DP,Darbo Partija,Labour Party,15,214,Darbo partija,lib,Liberal,6.0,1009.0,2016-10-09 00:00:00,4.88,2.0
1277,LTU,Lithuania,2004-10-24,20.65,20.0,LSDP,Lietuvos socialdemokratÅ³ partija,Lithuanian Social Democratic Party,15,214,Lietuvos socialdemokratu partija,soc,Social democracy,11.0,1009.0,2016-10-09 00:00:00,15.04,17.0
983,LTU,Lithuania,2004-10-24,9.19,18.0,LiCS,LiberalÅ³ ir centro sÄ…junga,Liberal and Centre Union,15,214,Liberalc ir centro sajunga,lib,Liberal,6.0,,,,
1421,LTU,Lithuania,2004-10-24,11.36,10.0,TT-LDP,Tvarka ir teisingumas â€“ LiberalÅ³ DemokratÅ³ Partija,Order and Justice -- Liberal Democratic Party,15,214,Tvarka ir teisingumas -- Liberalu demokratu partija,con,Conservative,26.0,1009.0,2016-10-09 00:00:00,5.55,8.0
191,LTU,Lithuania,2004-10-24,6.6,10.0,LVLS,Lietuvos valstieÄiÅ³ sÄ…junga,Lithuanian Peasant Union,15,214,Lietuvos valstiecic sajunga,agr,Agrarian,2.0,1009.0,2016-10-09 00:00:00,22.45,54.0
1502,LTU,Lithuania,2008-10-12,15.09,16.0,TPP,Tautos prisikÄ—limo partija,National Resurrection Party,15,646,Tautos prisikelimo partija,lib,Liberal,6.0,,,,
482,LTU,Lithuania,2008-10-12,5.73,11.0,LRLS,Lietuvos Respublikos LiberalÅ³ sÄ…jÅ«dis,Liberals Movement of the Republic of Lithuania,15,646,Lietuvos Respublikos liberaly sajudis,lib,Liberal,6.0,1009.0,2016-10-09 00:00:00,9.45,14.0
2121,LTU,Lithuania,2012-10-14,7.99,7.0,DK,DrÄ…sos Kelias,The Way of Courage,15,786,Drasos kelias,spec,Special issue,16.0,,,,
2635,LTU,Lithuania,2016-10-09,6.32,1.0,LCP,Lietuvos Centro Partija,Lithuanian Centre Party,15,1009,Lietuvos Centro Partija,right,Right-wing,40.0,1009.0,2016-10-09 00:00:00,6.32,1.0
1462,LUX,Luxembourg,1964-06-07,6.01,2.0,MPI,Mouvement indÃ©pendant populaire,Popular Independent Movement,7,579,Mouvement independant populaire,spec,Special issue,16.0,,,,
1134,LUX,Luxembourg,1974-05-26,9.2,5.0,SDP,Sozialdemokratesch Partei â€“ Parti Social DÃ©mocrate â€“ Sozialdemokratische Partei,Social Democratic Party,7,446,Sozialdemokratesch Partei,soc,Social democracy,11.0,,,,
202,LUX,Luxembourg,1979-06-10,4.45,1.0,Z-EF,ZwangsrekrutÃ©ierten â€“ EnrÃ´lÃ©s de Force â€“ Zwangsrekruten,Coerced Conscripts,7,606,Zwangsrekruteierten,spec,Special issue,16.0,,,,
1339,LUX,Luxembourg,1979-06-10,2.2,1.0,PSI,Jean Gremling List â€“ Socialistes IndÃ©pendants,Jean Gremling List -- Independent Socialists,7,606,Jean Gremling List -- Socialistes Independants,soc,Social democracy,11.0,,,,
310,LUX,Luxembourg,1984-06-17,5.16,2.0,Greng,DÃ©i GrÃ©ng â€“ Les Verts â€“ Die GrÃ¼nen,The Greens,7,183,Dei Greng,eco,Green/Ecologist,19.0,803.0,2013-10-20 00:00:00,10.13,6.0
1582,LUX,Luxembourg,1989-06-18,7.29,4.0,AR|ADR,Aktionskomitee Rente â€“ ComitÃ© dâ€™action pensions | Alternativ Demokratesch Reformpartei â€“ Parti rÃ©formiste d'alternative dÃ©mocratique,Action Committee Pensions | Alternative Democratic Reform Party,7,526,Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei,con,Conservative,26.0,803.0,2013-10-20 00:00:00,6.64,3.0
315,LUX,Luxembourg,1989-06-18,4.16,2.0,GAP,GrÃ©ng Alternativ Partei â€“ Parti de l'Alternative Verte,Green Alternative,7,526,,,,,,,,
1158,LUX,Luxembourg,1989-06-18,4.22,2.0,GLEI,"Greng LÃ«scht Ekologesch Initiativ â€“ Liste Verte, Initiative Ã‰cologiste",Green Left Ecological Initiative,7,526,Greng Lescht Ekologesch Initiativ,eco,Green/Ecologist,19.0,,,,
457,LUX,Luxembourg,1999-06-13,3.76,1.0,DL,DÃ©i LÃ©nk â€“ La Gauche â€“ Die Linke,The Left,7,299,Dei Lenk,com,Communist/Socialist,14.0,803.0,2013-10-20 00:00:00,4.94,2.0
526,LVA,Latvia,1993-06-06,32.41,36.0,LC,Latvijas CeÄ¼Å¡,Latvian Way,55,564,Latvijas cels,lib,Liberal,6.0,,,,
1557,LVA,Latvia,1993-06-06,13.35,15.0,LNNK,Latvijas NacionÄlÄs NeatkarÄ«bas KustÄ«ba,Latvian National Independence Movement,55,564,Latvijas Nacionalas Neatkaribas Kustiba,right,Right-wing,40.0,,,,
32,LVA,Latvia,1993-06-06,12.0,13.0,TSP,Tautas SaskaÅ†as Partija,National Harmony Party,55,564,Tautas Saskanas Partija,lib,Liberal,6.0,,,,
1368,LVA,Latvia,1993-06-06,10.65,12.0,LZS,Latvijas Zemnieku SavienÄ«ba,Farmers Union of Latvia,55,564,Latvijas Zemnieku Savieniba,agr,Agrarian,2.0,,,,
928,LVA,Latvia,1993-06-06,5.76,7.0,L,LÄ«dztiesÄ«ba,Equal Rights,55,564,Lidztiesiba,soc,Social democracy,11.0,,,,
239,LVA,Latvia,1993-06-06,5.01,6.0,KDS,KristÄ«gi demokrÄtiskÄ savienÄ«ba,Christian Democratic Union,55,564,Kristigi demokratiska savieniba,chr,Christian democracy,3.0,,,,
203,LVA,Latvia,1993-06-06,5.35,6.0,TB,TÄ“vzemei un BrÄ«vÄ«bai,For Fatherland and Freedom,55,564,Tevzemei un Brivibai,right,Right-wing,40.0,,,,
384,LVA,Latvia,1993-06-06,4.76,5.0,DCP,DemokrÄtiskÄ Centra Partija,Democratic Centre Party,55,564,Demokratiska Centra Partija,lib,Liberal,6.0,,,,
759,LVA,Latvia,1995-10-01,15.15,18.0,DPS,"DemokrÄtiskÄ partija ""Saimnieks""",Democratic Party Saimnieks,55,534,"Demokratiska partija ""Saimnieks""",lib,Liberal,6.0,,,,
267,LVA,Latvia,1995-10-01,14.9,16.0,TKL-ZP,Tautas KustÄ«ba Latvijai â€“ ZÄ«gerista Partija,People's Movement for Latvia -- Siegerist Party,55,534,Tautas Kustiba Latvijai -- Zigerista Partija,right,Right-wing,40.0,,,,
1042,LVA,Latvia,1995-10-01,7.15,8.0,LVP,Latvijas VienÄ«bas Partija,Latvian Unity Party,55,534,Latvijas Vienibas Partija,com,Communist/Socialist,14.0,,,,
309,LVA,Latvia,1995-10-01,5.58,5.0,LSP,Latvijas SociÄlistiskÄ partija,Socialist Party of Latvia,55,534,Latvijas Socialistiska partija,com,Communist/Socialist,14.0,,,,
811,LVA,Latvia,1998-10-03,21.19,24.0,TP,Tautas Partija,People's Party,55,615,Tautas partija,con,Conservative,26.0,,,,
521,LVA,Latvia,1998-10-03,14.65,17.0,NA/TB/LNNK,NacionÄlÄ apvienÄ«ba / TÄ“vzemei un BrÄ«vÄ«bai / LNNK,National Alliance / For Fatherland and Freedom / LNNK,55,615,Nacionala apvieniba / Tevzemei un Brivibai / LNNK,right,Right-wing,40.0,831.0,2014-10-04 00:00:00,16.61,17.0
2418,LVA,Latvia,1998-10-03,12.81,14.0,KDT,Koallija Darbs un Taisni,Labour and Justice Coalition ,55,615,,,,,,,,
550,LVA,Latvia,1998-10-03,7.31,8.0,JP,JaunÄ partija,New Era Party,55,615,Jauna partija,con,Conservative,26.0,,,,
1518,LVA,Latvia,2002-10-05,23.9,26.0,JL,Jaunais Laiks,New Era,55,260,Jaunais laiks,con,Conservative,26.0,,,,
1520,LVA,Latvia,2002-10-05,19.0,25.0,PCTVL,Par cilvÄ“ka tiesÄ«bÄm vienotÄ LatvijÄ,For Human Rights in a United Latvia,55,260,Par cilveka tiesibam vienota Latvija,soc,Social democracy,11.0,,,,
466,LVA,Latvia,2002-10-05,9.4,12.0,ZZS,ZaÄ¼o un Zemnieku savienÄ«ba,Green and Farmers' Union,55,260,Zalo un Zemnieku savieniba,agr,Agrarian,2.0,831.0,2014-10-04 00:00:00,19.53,21.0
1043,LVA,Latvia,2002-10-05,9.5,10.0,LPP,Latvijas PirmÄ partija,Latvia's First Party,55,260,Latvijas Pirma partija,con,Conservative,26.0,,,,
1100,LVA,Latvia,2006-10-07,14.42,17.0,S,SaskaÅ†as,Harmony,55,52,Saskanas,soc,Social democracy,11.0,831.0,2014-10-04 00:00:00,23.0,24.0
662,LVA,Latvia,2006-10-07,8.58,10.0,LPP/LC,Latvijas PirmÄ partija / Latvijas CeÄ¼Å¡,Latvian First Party / Latvian Way Party,55,52,Latvijas Pirma partija / Latvijas Cels,con,Conservative,26.0,,,,
1666,LVA,Latvia,2010-10-02,31.9,33.0,V,VienotÄ«ba,Unity,55,690,Vienotiba,con,Conservative,26.0,831.0,2014-10-04 00:00:00,21.87,23.0
1667,LVA,Latvia,2010-10-02,7.82,8.0,PLL,Par Labu Latviju!,For a Good Latvia,55,690,Par Labu Latviju!,con,Conservative,26.0,,,,
1942,LVA,Latvia,2011-09-17,20.83,22.0,RP,Reformu partija,Reform Party,55,765,Reformu partija,con,Conservative,26.0,,,,
2366,LVA,Latvia,2014-10-04,6.66,8.0,LRa,Latvijas ReÄ£ionu apvienÄ«ba,Latvian Association of Regions,55,831,Latvijas Regionu apvieniba,con,Conservative,26.0,831.0,2014-10-04 00:00:00,6.66,8.0
2365,LVA,Latvia,2014-10-04,6.85,7.0,NsL,No sirds Latvijai,For Latvia from the Heart,55,831,No sirds Latvijai,con,Conservative,26.0,831.0,2014-10-04 00:00:00,6.85,7.0
1274,MLT,Malta,1950-09-04,23.19,11.0,MWP,Malta Workers' Party,Malta Workers' Party,72,135,Malta Workers' Party,soc,Social democracy,11.0,,,,
1033,MLT,Malta,1950-09-04,9.97,4.0,PK,Partit Kostituzzjonali,Constitutionalist Party,72,135,Partit Kostituzzjonali,lib,Liberal,6.0,,,,
393,MLT,Malta,1962-02-19,9.27,4.0,PDN,Partit Democratiku Nazzjonalista,Democratic Nationalist Party,72,658,Partit Democratiku Nazzjonalista,soc,Social democracy,11.0,658.0,1962-02-19 00:00:00,9.27,4.0
1225,MLT,Malta,1962-02-19,9.49,4.0,PHN,Partit Haddiema Nsara,Christian Workers' Party,72,658,Partit Haddiema Nsara,soc,Social democracy,11.0,658.0,1962-02-19 00:00:00,9.49,4.0
217,MLT,Malta,1962-02-19,4.84,1.0,PKP,Partit Kostituzzjonali Progressiv,Progressive Constitutionalist Party,72,658,Partit Kostituzzjonali Progressiv,con,Conservative,26.0,658.0,1962-02-19 00:00:00,4.84,1.0
3,NLD,Netherlands,1948-07-07,1.26,1.0,KNP,Katholieke Nationale Partij,Catholic National Party,8,497,Katholieke Nationale Partij,chr,Christian democracy,3.0,,,,
1452,NLD,Netherlands,1959-03-12,1.84,2.0,PSP,Pacifistisch Socialistische Partij,Pacifist Socialist Party,8,667,Pacifistisch Socialistische Partij,com,Communist/Socialist,14.0,,,,
1595,NLD,Netherlands,1963-05-15,2.13,3.0,Bp,Boerenpartij,Farmers Party,8,529,Boerenpartij,agr,Agrarian,2.0,,,,
625,NLD,Netherlands,1963-05-15,0.74,1.0,GPV,Gereformeerd Politiek Verbond,Reformed Political League,8,529,Gereformeerd Politiek Verbond,con,Conservative,26.0,,,,
345,NLD,Netherlands,1967-02-15,4.48,7.0,D66,Democraten 66,Democrats 66,8,204,Democraten 66,lib,Liberal,6.0,1012.0,2017-03-15 00:00:00,12.2,19.0
402,NLD,Netherlands,1971-04-28,5.33,8.0,DS70,Democratisch Socialisten 70,Democratic Socialists 70,8,125,Democratisch Socialisten 70,con,Conservative,26.0,,,,
342,NLD,Netherlands,1971-04-28,1.84,2.0,PPR,Politieke Partij Radikalen,Radical Political Party,8,125,Politieke Partij Radikalen,eco,Green/Ecologist,19.0,,,,
87,NLD,Netherlands,1971-04-28,1.51,2.0,MP,Midden Partij,Middle Party,8,125,Midden Partij,con,Conservative,26.0,,,,
235,NLD,Netherlands,1977-05-25,31.89,49.0,CDA,Christen Democratisch AppÃ¨l,Christian Democratic Appeal,8,635,Christen Democratisch Appel,chr,Christian democracy,3.0,1012.0,2017-03-15 00:00:00,12.4,19.0
212,NLD,Netherlands,1981-05-26,1.25,2.0,RPF,Reformatorische Politieke Federati,Reformatory Political Federation,8,81,Reformatorische Politieke Federati,chr,Christian democracy,3.0,,,,
275,NLD,Netherlands,1982-09-08,0.83,1.0,CP,Centrumpartij,Centre Party,8,116,Centrumpartij,right,Right-wing,40.0,,,,
756,NLD,Netherlands,1989-09-06,4.07,6.0,GL,GroenLinks,GreenLeft,8,627,GroenLinks,eco,Green/Ecologist,19.0,1012.0,2017-03-15 00:00:00,9.1,14.0
209,NLD,Netherlands,1989-09-06,0.92,1.0,CD,Centrum Democraten,Centre Democrats,8,627,Centrum Democraten,right,Right-wing,40.0,,,,
112,NLD,Netherlands,1994-05-03,3.63,6.0,AOV|VSP,Algemeen Ouderen Verbond | Verenigde Senioren Partij,General Senior Union | United Seniors Party,8,570,Algemeen Ouderen Verbond | Verenigde Senioren Partij,spec,Special issue,16.0,,,,
357,NLD,Netherlands,1994-05-03,1.32,2.0,SP,Socialistiese Partij,Socialist Party,8,570,Socialistiese Partij,com,Communist/Socialist,14.0,1012.0,2017-03-15 00:00:00,9.1,14.0
456,NLD,Netherlands,2002-05-15,17.0,26.0,LPF,Lijst Pim Fortuyn,Fortuyn List,8,74,Lijst Pim Fortuyn,right,Right-wing,40.0,,,,
1206,NLD,Netherlands,2002-05-15,2.54,4.0,CU,ChristenUnie,ChristianUnion,8,74,ChristenUnie,chr,Christian democracy,3.0,1012.0,2017-03-15 00:00:00,3.4,5.0
744,NLD,Netherlands,2002-05-15,1.61,2.0,LN,Leefbaar Nederland,Livable Netherlands,8,74,Leefbaar Nederland,right,Right-wing,40.0,,,,
1501,NLD,Netherlands,2006-11-22,5.89,9.0,PVV,Partij voor de Vrijheid,Party for Freedom,8,578,Partij voor de Vrijheid,right,Right-wing,40.0,1012.0,2017-03-15 00:00:00,13.1,20.0
990,NLD,Netherlands,2006-11-22,1.83,2.0,PvdD,Partij voor de Dieren,Party for the Animals,8,578,Partij voor de Dieren,spec,Special issue,16.0,1012.0,2017-03-15 00:00:00,3.2,5.0
2109,NLD,Netherlands,2012-09-12,1.88,2.0,50+,50PLUS,50PLUS,8,785,50PLUS,lib,Liberal,6.0,1012.0,2017-03-15 00:00:00,3.1,4.0
2641,NLD,Netherlands,2017-03-15,2.1,3.0,DENK,Beweging DENK,Think,8,1012,Beweging DENK,lib,Liberal,6.0,1012.0,2017-03-15 00:00:00,2.1,3.0
2642,NLD,Netherlands,2017-03-15,1.8,2.0,FvD,Forum voor Democratie,Forum for Democracy,8,1012,Forum voor Democratie,con,Conservative,26.0,1012.0,2017-03-15 00:00:00,1.8,2.0
2194,NOR,Norway,1949-10-10,6.14,9.0,FeBo,Felleslister borgerlige,Electoral lists Conservatives,9,478,Felleslister borgerlige,con,Conservative,26.0,,,,
1773,NOR,Norway,1961-09-11,2.4,2.0,SF,Sosialistisk Folkeparti,Socialist People's Party,9,622,Sosialistisk Folkeparti,com,Communist/Socialist,14.0,,,,
81,NOR,Norway,1973-09-09,11.23,16.0,SV,Sosialistisk Venstreparti,Socialist Left Party,9,523,Sosialistisk Venstreparti,com,Communist/Socialist,14.0,1017.0,2017-09-11 00:00:00,6.0,11.0
351,NOR,Norway,1973-09-09,5.01,4.0,Fr,Fremskrittspartiet,Progress Party,9,523,Fremskrittspartiet,right,Right-wing,40.0,1017.0,2017-09-11 00:00:00,15.2,27.0
1209,NOR,Norway,1973-09-09,3.43,1.0,DLF,Det Liberale Folkepartiet,Liberal People's Party,9,523,Det Liberale Folkepartiet,lib,Liberal,6.0,,,,
1638,NOR,Norway,1993-09-13,1.1,1.0,RV,RÃ¸d Valgallianse,Red Electoral Alliance,9,404,Rod Valgallianse,com,Communist/Socialist,14.0,1017.0,2017-09-11 00:00:00,2.4,1.0
780,NOR,Norway,1997-09-16,0.4,1.0,Kp,Kystpartiet,Coastal Party,9,669,Kystpartiet,con,Conservative,26.0,,,,
2254,NOR,Norway,2013-09-09,2.8,1.0,MDG,MiljÃ¸partiet De GrÃ¸nne,Green Party,9,801,Miljopartiet De Gronne,eco,Green/Ecologist,19.0,1017.0,2017-09-11 00:00:00,3.2,1.0
1636,NZL,New Zealand,1966-11-26,14.48,1.0,SC|DP,Social Credit | Democratic Party,Social Credit | Democratic Party,11,391,Social Credit | Democratic Party,spec,Special issue,16.0,,,,
930,NZL,New Zealand,1990-10-27,5.16,1.0,NLP,New Labour Party,New Labour Party,11,350,New Labour Party,soc,Social democracy,11.0,,,,
1444,NZL,New Zealand,1993-11-06,18.21,2.0,A,Alliance,Alliance,11,634,Alliance,soc,Social democracy,11.0,,,,
891,NZL,New Zealand,1993-11-06,8.4,2.0,NZFP,New Zealand First Party,New Zealand First Party,11,634,New Zealand First Party,con,Conservative,26.0,1018.0,2017-09-23 00:00:00,7.2,9.0
617,NZL,New Zealand,1996-10-12,6.1,8.0,ACT,ACT New Zealand,ACT New Zealand,11,561,ACT New Zealand,lib,Liberal,6.0,1018.0,2017-09-23 00:00:00,0.5,1.0
917,NZL,New Zealand,1996-10-12,0.88,1.0,UNZ,United New Zealand,United New Zealand,11,561,United New Zealand,con,Conservative,26.0,,,,
1171,NZL,New Zealand,1999-11-27,5.16,7.0,Greens,Green Party,Green Party,11,451,Green Party,eco,Green/Ecologist,19.0,1018.0,2017-09-23 00:00:00,6.3,8.0
1313,NZL,New Zealand,2002-07-27,6.69,8.0,UFNZ,United Future New Zealand,United Future New Zealand,11,572,United Future New Zealand,lib,Liberal,6.0,,,,
354,NZL,New Zealand,2002-07-27,1.7,2.0,PP,Progressive Party,Progressive Party,11,572,Progressive Party,soc,Social democracy,11.0,,,,
114,NZL,New Zealand,2005-09-17,2.12,4.0,MP,MÄori Party,Maori Party,11,675,Maori Party,spec,Special issue,16.0,,,,
1972,NZL,New Zealand,2011-11-26,1.08,1.0,Mana,Mana Party,Mana Party,11,776,Mana Party,spec,Special issue,16.0,,,,
1104,POL,Poland,1991-10-27,12.31,62.0,D|W|U,Demokratyczna | WolnoÅ›ci | Unia,Democratic | Freedom | Union,74,211,Demokratyczna | Wolnosci | Unia,lib,Liberal,6.0,,,,
629,POL,Poland,1991-10-27,12.0,60.0,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,74,211,Sojusz Lewicy Demokratycznej,soc,Social democracy,11.0,,,,
1758,POL,Poland,1991-10-27,8.7,49.0,ZChN,Zjednoczenie ChrzeÅ›cijaÅ„sko-Narodowe,Christian National Union,74,211,Zjednoczenie Chrzescijansko-Narodowe,con,Conservative,26.0,,,,
664,POL,Poland,1991-10-27,8.7,48.0,PSL,Polskie Stronnictwo Ludowe,Polish People's Party,74,211,Polskie Stronnictwo Ludowe,agr,Agrarian,2.0,996.0,2015-10-25 00:00:00,5.13,16.0
548,POL,Poland,1991-10-27,7.5,46.0,KPN,Konfederacja Polski NiepodlegÅ‚ej,Confederation for Independent Poland,74,211,Konfederacja Polski Niepodleglej,right,Right-wing,40.0,,,,
369,POL,Poland,1991-10-27,8.7,44.0,PC,Porozumienie Centrum,Centre Agreement,74,211,Porozumienie Centrum,chr,Christian democracy,3.0,,,,
1544,POL,Poland,1991-10-27,7.5,37.0,KLD,Kongres Liberalno-Demokratyczny,Liberal Democratic Congress,74,211,Kongres Liberalno-Demokratyczny,lib,Liberal,6.0,,,,
619,POL,Poland,1991-10-27,5.5,28.0,PL,Porozumenie Ludowe,Peasants Agreement,74,211,Porozumenie Ludowe,agr,Agrarian,2.0,,,,
1691,POL,Poland,1991-10-27,3.3,16.0,PPG,Polski Program Gospodarczy [DuÅ¼e Piwo],Polish Economic Program [Large Beer],74,211,Polski Program Gospodarczy [Duze Piwo],lib,Liberal,6.0,,,,
900,POL,Poland,1991-10-27,1.2,7.0,MN,MniejszoÅ›Ä‡ niemiecka w Polsce,German minority,74,211,Mniejszosc niemiecka,spec,Special issue,16.0,996.0,2015-10-25 00:00:00,0.18,1.0
334,POL,Poland,1991-10-27,2.4,5.0,ChD,ChrzeÅ›cijaÅ„ska Demokracja,Christian Democracy,74,211,Chrzescijanska Demokracja,chr,Christian democracy,3.0,,,,
18,POL,Poland,1991-10-27,2.1,4.0,SoPr,SolidarnoÅ›Ä‡ Pracy,Labour Solidarity,74,211,Solidarnosc Pracy,soc,Social democracy,11.0,,,,
1074,POL,Poland,1991-10-27,0.2,4.0,PZZ,Polski ZwiÄ…zek Zachodni,Polish Western Union,74,211,Polski Zwiazek Zachodni,com,Communist/Socialist,14.0,,,,
696,POL,Poland,1991-10-27,1.1,4.0,PCD,Partia ChrzeÅ›cijaÅ„skich DemokratÃ³w,Party of Christian Democrats,74,211,Partia Chrzescijanskich Demokratow,chr,Christian democracy,3.0,,,,
181,POL,Poland,1991-10-27,0.5,3.0,X,Partia X,Party X,74,211,Partia X,right,Right-wing,40.0,,,,
1549,POL,Poland,1991-10-27,2.3,3.0,UPR|KNP,Unia Polityki Realnej | Kongres Nowej Prawicy,Real Politics Union | Congress of the New Right,74,211,Unia Polityki Realnej | Kongres Nowej Prawicy,con,Conservative,26.0,,,,
1208,POL,Poland,1991-10-27,0.36,2.0,RAS,Ruch Autonomii ÅšlÄ…ska,Movement for Silesian Autonomy,74,211,Ruch Autonomii Slaska,spec,Special issue,16.0,,,,
838,POL,Poland,1993-09-19,7.3,41.0,UP,Unia Pracy,Labour Union,74,268,Unia Pracy,soc,Social democracy,11.0,,,,
1019,POL,Poland,1993-09-19,5.4,16.0,BBWR,Bezpartyjny Blok Wspierania Reform,Non-Party Block for Supporting the Reforms,74,268,Bezpartyjny Blok Wspierania Reform,chr,Christian democracy,3.0,,,,
1355,POL,Poland,1997-09-21,33.83,201.0,AWS,Akcja Wyborcza SolidarnoÅ›Ä‡ Prawicy,Solidarity Electoral Action,74,477,Akcja Wyborcza Solidarnosc Prawicy,chr,Christian democracy,3.0,,,,
148,POL,Poland,1997-09-21,5.56,6.0,ROP,Ruch Odbudowy Polski,Movement for the Reconstruction of Poland,74,477,Ruch Odbudowy Polski,con,Conservative,26.0,,,,
512,POL,Poland,2001-09-23,12.7,65.0,PO,Platforma Obywatelska,Civic Platform,74,565,Platforma Obywatelska,con,Conservative,26.0,996.0,2015-10-25 00:00:00,24.09,138.0
207,POL,Poland,2001-09-23,10.2,53.0,SRP,Samoobrona Rzeczypospolitej Polskiej,Self-Defense of the Republic Poland,74,565,Samoobrona Rzeczypospolitej Polskiej,agr,Agrarian,2.0,,,,
528,POL,Poland,2001-09-23,9.5,44.0,PiS,Prawo i SprawiedliwoÅ›Ä‡,Law and Justice,74,565,Prawo i Sprawiedliwosc,con,Conservative,26.0,996.0,2015-10-25 00:00:00,37.58,235.0
987,POL,Poland,2001-09-23,7.9,38.0,LPR,Liga Polskich Rodzin,League of Polish Families,74,565,Liga Polskich Rodzin,con,Conservative,26.0,,,,
1140,POL,Poland,2007-10-19,,10.0,SDPL,Socjaldemokracja Polska,Social Democracy of Poland,74,560,Socjaldemokracja Polska,soc,Social democracy,11.0,,,,
1945,POL,Poland,2011-10-09,10.02,40.0,RP,TwÃ³j Ruch (Palikota),Your (Palikot's) Movement,74,766,Twoj Ruch (Palikota),lib,Liberal,6.0,,,,
2600,POL,Poland,2015-10-25,8.81,42.0,K,Kukiz'15,Kukiz'15,74,996,Kukiz'15,right,Right-wing,40.0,996.0,2015-10-25 00:00:00,8.81,42.0
2601,POL,Poland,2015-10-25,7.6,28.0,N,Nowoczesna,Modern,74,996,Nowoczesna,lib,Liberal,6.0,996.0,2015-10-25 00:00:00,7.6,28.0
107,PRT,Portugal,1979-12-02,,5.0,PPM,Partido Popular MonÃ¡rquico,Popular Monarchist Party,63,248,Partido Popular Monarquico,con,Conservative,26.0,,,,
1772,PRT,Portugal,1979-12-02,,5.0,Ref,Reformadores,Reformists,63,248,Reformadores,com,Communist/Socialist,14.0,,,,
622,PRT,Portugal,1980-10-05,,4.0,ASDI,AssociaÃ§Ã£o Social Democrata Independente,Independent Social Democrats,63,281,Associacao Social Democrata Independente,soc,Social democracy,11.0,,,,
565,PRT,Portugal,1980-10-05,,4.0,UEDS,UniÃ£o da Esquerda para a Democracia Socialista,Leftwing Union for the Socialist Democracy,63,281,Uniao de Esquerda para a Democracia Socialista,soc,Social democracy,11.0,,,,
