party_id,country_name_short_from_elections,country_name_from_elections,election_type,election_date,vote_share,seats,seats_total,party_name_short_from_elections,party_name_from_elections,party_name_english_from_elections,left_right_from_elections,country_id_from_elections,election_id,previous_parliament_election_id,previous_cabinet_id,vote_share_max,vote_share_median,vote_share_mean,country_name_short_from_parties,country_name_from_parties,party_name_short_from_parties,party_name_english_from_parties,party_name_from_parties,party_name_ascii,family_name_short,family_name,left_right_from_parties,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id_from_parties,family_id,election_year,election_decade,election_half_decade
1260,LVA,Latvia,parliament,1990-04-29,21.5,55.0,201,LKP,Latvijas KomunistiskÄ partija,Communist Party of Latvia,1.2,55,647,,,21.5,21.5,21.5,LVA,Latvia,LKP,Communist Party of Latvia,Latvijas KomunistiskÄ partija,Latvijas Komunistiska partija,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,55.0,14.0,1990,1990,1990
526,LVA,Latvia,parliament,1993-06-06,32.41,36.0,100,LC,Latvijas CeÄ¼Å¡,Latvian Way,6.125,55,564,647.0,595.0,32.41,18.05,21.703333333333333,LVA,Latvia,LC,Latvian Way,Latvijas CeÄ¼Å¡,Latvijas cels,lib,Liberal,6.125,7.165,4.835,10.0,87410.0,,,,,,,2407.0,55.0,6.0,1993,1990,1990
1557,LVA,Latvia,parliament,1993-06-06,13.35,15.0,100,LNNK,Latvijas NacionÄlÄs NeatkarÄ«bas KustÄ«ba,Latvian National Independence Movement,8.375,55,564,647.0,595.0,13.35,9.835,9.835,LVA,Latvia,LNNK,Latvian National Independence Movement,Latvijas NacionÄlÄs NeatkarÄ«bas KustÄ«ba,Latvijas Nacionalas Neatkaribas Kustiba,right,Right-wing,8.375,6.54,7.585,6.6667,87710.0,,,,,,,2406.0,55.0,40.0,1993,1990,1990
32,LVA,Latvia,parliament,1993-06-06,12.0,13.0,100,TSP,Tautas SaskaÅ†as Partija,National Harmony Party,1.864,55,564,647.0,595.0,14.12,12.0,10.556666666666667,LVA,Latvia,TSP,National Harmony Party,Tautas SaskaÅ†as Partija,Tautas Saskanas Partija,lib,Liberal,1.864,2.1751,5.2767,5.7675,87421.0,,,,,,2184.0,2402.0,55.0,6.0,1993,1990,1990
1368,LVA,Latvia,parliament,1993-06-06,10.65,12.0,100,LZS,Latvijas Zemnieku SavienÄ«ba,Farmers Union of Latvia,4.375,55,564,647.0,595.0,10.65,10.65,10.65,LVA,Latvia,LZS,Farmers Union of Latvia,Latvijas Zemnieku SavienÄ«ba,Latvijas Zemnieku Savieniba,agr,Agrarian,4.375,4.835,6.04,6.4583,87810.0,,,,,,,2405.0,55.0,2.0,1993,1990,1990
928,LVA,Latvia,parliament,1993-06-06,5.76,7.0,100,L,LÄ«dztiesÄ«ba,Equal Rights,1.25,55,564,647.0,595.0,5.76,5.76,5.76,LVA,Latvia,L,Equal Rights,LÄ«dztiesÄ«ba,Lidztiesiba,soc,Social democracy,1.25,2.1093,5.5837,4.8684,87951.0,,,,,,2106.0,2402.0,55.0,11.0,1993,1990,1990
239,LVA,Latvia,parliament,1993-06-06,5.01,6.0,100,KDS,KristÄ«gi demokrÄtiskÄ savienÄ«ba,Christian Democratic Union,6.2,55,564,647.0,595.0,6.36,5.6850000000000005,5.6850000000000005,LVA,Latvia,KDS,Christian Democratic Union,KristÄ«gi demokrÄtiskÄ savienÄ«ba,Kristigi demokratiska savieniba,chr,Christian democracy,6.2,5.7,7.1,8.3,87520.0,,,,,,,,55.0,3.0,1993,1990,1990
203,LVA,Latvia,parliament,1993-06-06,5.35,6.0,100,TB,TÄ“vzemei un BrÄ«vÄ«bai,For Fatherland and Freedom,8.7,55,564,647.0,595.0,11.94,8.645,8.645,LVA,Latvia,TB,For Fatherland and Freedom,TÄ“vzemei un BrÄ«vÄ«bai,Tevzemei un Brivibai,right,Right-wing,8.8,5.9,8.5,2.3,87721.0,,,,,,,,55.0,40.0,1993,1990,1990
384,LVA,Latvia,parliament,1993-06-06,4.76,5.0,100,DCP,DemokrÄtiskÄ Centra Partija,Democratic Centre Party,6.0,55,564,647.0,595.0,4.76,4.76,4.76,LVA,Latvia,DCP,Democratic Centre Party,DemokrÄtiskÄ Centra Partija,Demokratiska Centra Partija,lib,Liberal,6.0,6.7,3.6,8.7,87430.0,,,,,,,,55.0,6.0,1993,1990,1990
759,LVA,Latvia,parliament,1995-10-01,15.15,18.0,100,DPS,"DemokrÄtiskÄ partija ""Saimnieks""",Democratic Party Saimnieks,6.0,55,534,564.0,201.0,15.15,15.15,15.15,LVA,Latvia,DPS,Democratic Party Saimnieks,"DemokrÄtiskÄ partija ""Saimnieks""","Demokratiska partija ""Saimnieks""",lib,Liberal,6.0,6.7,3.6,8.7,87411.0,,,,,,,,55.0,6.0,1995,1990,1995
267,LVA,Latvia,parliament,1995-10-01,14.9,16.0,100,TKL-ZP,Tautas KustÄ«ba Latvijai â€“ ZÄ«gerista Partija,People's Movement for Latvia -- Siegerist Party,8.7,55,534,564.0,201.0,14.9,14.9,14.9,LVA,Latvia,TKL-ZP,People's Movement for Latvia -- Siegerist Party,Tautas KustÄ«ba Latvijai â€“ ZÄ«gerista Partija,Tautas Kustiba Latvijai -- Zigerista Partija,right,Right-wing,8.8,5.9,8.5,2.3,87722.0,,,,,,,,55.0,40.0,1995,1990,1995
1042,LVA,Latvia,parliament,1995-10-01,7.15,8.0,100,LVP,Latvijas VienÄ«bas Partija,Latvian Unity Party,1.2,55,534,564.0,201.0,7.15,7.15,7.15,LVA,Latvia,LVP,Latvian Unity Party,Latvijas VienÄ«bas Partija,Latvijas Vienibas Partija,com,Communist/Socialist,1.3,1.4,3.0,3.3,87320.0,,,,,,,,55.0,14.0,1995,1990,1995
309,LVA,Latvia,parliament,1995-10-01,5.58,5.0,100,LSP,Latvijas SociÄlistiskÄ partija,Socialist Party of Latvia,1.25,55,534,564.0,201.0,5.58,5.58,5.58,LVA,Latvia,LSP,Socialist Party of Latvia,Latvijas SociÄlistiskÄ partija,Latvijas Socialistiska partija,com,Communist/Socialist,1.25,2.1093,5.5837,4.8684,87310.0,,,,,,2106.0,2402.0,55.0,14.0,1995,1990,1995
811,LVA,Latvia,parliament,1998-10-03,21.19,24.0,100,TP,Tautas Partija,People's Party,7.7544,55,615,534.0,2.0,21.19,19.56,19.11666666666667,LVA,Latvia,TP,People's Party,Tautas Partija,Tautas partija,con,Conservative,7.7544,7.7942,6.1316,9.0205,87610.0,196.0,1428610.0,,,,2158.0,2403.0,55.0,26.0,1998,1990,1995
521,LVA,Latvia,parliament,1998-10-03,14.65,17.0,100,NA/TB/LNNK,NacionÄlÄ apvienÄ«ba / TÄ“vzemei un BrÄ«vÄ«bai / LNNK,National Alliance / For Fatherland and Freedom / LNNK,8.2588,55,615,534.0,2.0,16.61,10.86,10.886666666666665,LVA,Latvia,NA/TB/LNNK,National Alliance / For Fatherland and Freedom / LNNK,NacionÄlÄ apvienÄ«ba / TÄ“vzemei un BrÄ«vÄ«bai / LNNK,Nacionala apvieniba / Tevzemei un Brivibai / LNNK,right,Right-wing,8.2588,6.4433,7.4251,7.0102,87723.0,197.0,1428723.0,,,,2132.0,2406.0,55.0,40.0,1998,1990,1995
550,LVA,Latvia,parliament,1998-10-03,7.31,8.0,100,JP,JaunÄ partija,New Era Party,7.4,55,615,534.0,2.0,7.31,7.31,7.31,LVA,Latvia,JP,New Era Party,JaunÄ partija,Jauna partija,con,Conservative,7.4,6.4,7.0,7.9,87431.0,,,,,,,,55.0,26.0,1998,1990,1995
1518,LVA,Latvia,parliament,2002-10-05,23.9,26.0,100,JL,Jaunais Laiks,New Era,7.3026,55,260,615.0,23.0,23.9,20.14,20.14,LVA,Latvia,JL,New Era,Jaunais Laiks,Jaunais laiks,con,Conservative,7.3026,7.0789,5.6407,8.7865,87423.0,353.0,1428423.0,,,,2054.0,2401.0,55.0,26.0,2002,2000,2000
1520,LVA,Latvia,parliament,2002-10-05,19.0,25.0,100,PCTVL,Par cilvÄ“ka tiesÄ«bÄm vienotÄ LatvijÄ,For Human Rights in a United Latvia,1.25,55,260,615.0,23.0,19.0,12.515,12.515,LVA,Latvia,PCTVL,For Human Rights in a United Latvia,Par cilvÄ“ka tiesÄ«bÄm vienotÄ LatvijÄ,Par cilveka tiesibam vienota Latvija,soc,Social democracy,1.25,2.1093,5.5837,4.8684,87422.0,192.0,1428422.0,,,,2106.0,2402.0,55.0,11.0,2002,2000,2000
466,LVA,Latvia,parliament,2002-10-05,9.4,12.0,100,ZZS,ZaÄ¼o un Zemnieku savienÄ«ba,Green and Farmers' Union,5.2632,55,260,615.0,23.0,20.11,16.71,15.594,LVA,Latvia,ZZS,Green and Farmers' Union,ZaÄ¼o un Zemnieku savienÄ«ba,Zalo un Zemnieku savieniba,agr,Agrarian,5.2632,5.3947,6.1184,6.7763,87110.0,198.0,1428110.0,,,,2210.0,,55.0,2.0,2002,2000,2000
1043,LVA,Latvia,parliament,2002-10-05,9.5,10.0,100,LPP,Latvijas PirmÄ partija,Latvia's First Party,6.3377,55,260,615.0,23.0,9.5,9.5,9.5,LVA,Latvia,LPP,Latvia's First Party,Latvijas PirmÄ partija,Latvijas Pirma partija,con,Conservative,6.3377,6.8461,8.4916,8.1287,87521.0,,,,,,2080.0,2404.0,55.0,26.0,2002,2000,2000
1100,LVA,Latvia,parliament,2006-10-07,14.42,17.0,100,S,SaskaÅ†as,Harmony,3.0,55,52,260.0,535.0,28.36,24.805,23.0975,LVA,Latvia,S,Harmony,SaskaÅ†as,Saskanas,soc,Social democracy,3.0,3.25,4.25,7.5,,195.0,1428317.0,,,,,2410.0,55.0,11.0,2006,2000,2005
662,LVA,Latvia,parliament,2006-10-07,8.58,10.0,100,LPP/LC,Latvijas PirmÄ partija / Latvijas CeÄ¼Å¡,Latvian First Party / Latvian Way Party,7.4,55,52,260.0,535.0,8.58,8.58,8.58,LVA,Latvia,LPP/LC,Latvian First Party / Latvian Way Party,Latvijas PirmÄ partija / Latvijas CeÄ¼Å¡,Latvijas Pirma partija / Latvijas Cels,con,Conservative,7.4,6.4,7.0,7.9,,191.0,1428424.0,,,,,,55.0,26.0,2006,2000,2005
1666,LVA,Latvia,parliament,2010-10-02,31.9,33.0,100,V,VienotÄ«ba,Unity,7.4,55,690,52.0,519.0,31.9,21.87,24.2,LVA,Latvia,V,Unity,VienotÄ«ba,Vienotiba,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,2412.0,55.0,26.0,2010,2010,2010
1667,LVA,Latvia,parliament,2010-10-02,7.82,8.0,100,PLL,Par Labu Latviju!,For a Good Latvia,7.4,55,690,52.0,519.0,7.82,7.82,7.82,LVA,Latvia,PLL,For a Good Latvia,Par Labu Latviju!,Par Labu Latviju!,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,55.0,26.0,2010,2010,2010
1942,LVA,Latvia,parliament,2011-09-17,20.83,22.0,100,RP,Reformu partija,Reform Party,7.4,55,765,690.0,882.0,20.83,20.83,20.83,LVA,Latvia,RP,Reform Party,Reformu partija,Reformu partija,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,2411.0,55.0,26.0,2011,2010,2010
2366,LVA,Latvia,parliament,2014-10-04,6.66,8.0,100,LRa,Latvijas ReÄ£ionu apvienÄ«ba,Latvian Association of Regions,7.4,55,831,765.0,1073.0,6.66,6.66,6.66,LVA,Latvia,LRa,Latvian Association of Regions,Latvijas ReÄ£ionu apvienÄ«ba,Latvijas Regionu apvieniba,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,55.0,26.0,2014,2010,2010
2365,LVA,Latvia,parliament,2014-10-04,6.85,7.0,100,NsL,No sirds Latvijai,For Latvia from the Heart,7.4,55,831,765.0,1073.0,6.85,6.85,6.85,LVA,Latvia,NsL,For Latvia from the Heart,No sirds Latvijai,No sirds Latvijai,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,55.0,26.0,2014,2010,2010
1003,MLT,Malta,parliament,1947-10-27,59.86,24.0,40,PL,Partit Laburista,Malta Labour Party,4.2105,72,550,,,59.86,48.83,47.38944444444445,MLT,Malta,PL,Malta Labour Party,Partit Laburista,Partit Laburista,soc,Social democracy,4.2105,5.1128,6.3158,,54320.0,226.0,1470300.0,,,,7004.0,,72.0,11.0,1947,1940,1945
984,MLT,Malta,parliament,1947-10-27,18.05,7.0,40,PN,Partit Nazzjonalista,Nationalist Party,5.7143,72,550,,,51.81,47.845,43.84722222222222,MLT,Malta,PN,Nationalist Party,Partit Nazzjonalista,Partit Nazzjonalista,con,Conservative,5.7143,4.6617,6.9173,,54620.0,227.0,1470500.0,,,,7022.0,,72.0,26.0,1947,1940,1945
816,MLT,Malta,parliament,1947-10-27,13.28,4.0,40,DAP,Democratic Action Party,Democratic Action Party,7.4,72,550,,,13.28,9.635,9.635,MLT,Malta,DAP,Democratic Action Party,Democratic Action Party,Democratic Action Party,con,Conservative,7.4,6.4,7.0,,,,,,,,,,72.0,26.0,1947,1940,1945
1298,MLT,Malta,parliament,1947-10-27,5.21,3.0,40,GP,Gozo Party,Gozo Party,,72,550,,,5.21,5.21,5.21,MLT,Malta,GP,Gozo Party,Gozo Party,Gozo Party,spec,Special issue,,,,,,,,,,,,,72.0,16.0,1947,1940,1945
248,MLT,Malta,parliament,1947-10-27,3.47,2.0,40,JP,Jones Party,Jones Party,,72,550,,,3.47,3.47,3.47,MLT,Malta,JP,Jones Party,Jones Party,Jones Party,spec,Special issue,,,,,,,,,,,,,72.0,16.0,1947,1940,1945
1274,MLT,Malta,parliament,1950-09-04,23.19,11.0,40,MWP,Malta Workers' Party,Malta Workers' Party,3.3,72,135,550.0,1470.0,23.19,18.79,17.933333333333334,MLT,Malta,MWP,Malta Workers' Party,Malta Workers' Party,Malta Workers' Party,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,72.0,11.0,1950,1950,1950
1033,MLT,Malta,parliament,1950-09-04,9.97,4.0,40,PK,Partit Kostituzzjonali,Constitutionalist Party,6.0,72,135,550.0,1470.0,9.97,9.045,9.045,MLT,Malta,PK,Constitutionalist Party,Partit Kostituzzjonali,Partit Kostituzzjonali,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,72.0,6.0,1950,1950,1950
393,MLT,Malta,parliament,1962-02-19,9.27,4.0,50,PDN,Partit Democratiku Nazzjonalista,Democratic Nationalist Party,3.3,72,658,611.0,1474.0,9.27,9.27,9.27,MLT,Malta,PDN,Democratic Nationalist Party,Partit Democratiku Nazzjonalista,Partit Democratiku Nazzjonalista,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,72.0,11.0,1962,1960,1960
1225,MLT,Malta,parliament,1962-02-19,9.49,4.0,50,PHN,Partit Haddiema Nsara,Christian Workers' Party,3.3,72,658,611.0,1474.0,9.49,9.49,9.49,MLT,Malta,PHN,Christian Workers' Party,Partit Haddiema Nsara,Partit Haddiema Nsara,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,72.0,11.0,1962,1960,1960
217,MLT,Malta,parliament,1962-02-19,4.84,1.0,50,PKP,Partit Kostituzzjonali Progressiv,Progressive Constitutionalist Party,7.4,72,658,611.0,1474.0,4.84,4.84,4.84,MLT,Malta,PKP,Progressive Constitutionalist Party,Partit Kostituzzjonali Progressiv,Partit Kostituzzjonali Progressiv,con,Conservative,7.4,6.4,7.0,,,,,,,,,,72.0,26.0,1962,1960,1960
2539,NLD,Netherlands,parliament,1918-07-03,30.0,30.0,93,RKP,Roomsch Katholieke Partij,Roman Catholic Party,6.2,8,937,,,30.0,29.200000000000003,29.133333333333336,NLD,Netherlands,RKP,Roman Catholic Party,Roomsch Katholieke Partij,Roomsch Katholieke Partij,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,8.0,3.0,1918,1910,1915
1451,NLD,Netherlands,parliament,1918-07-03,22.0,22.0,93,SDAP,Sociaal Democratische Arbeiders Partij,Social Democratic Workers' Party,3.3,8,937,,,23.8,21.95,21.916666666666668,NLD,Netherlands,SDAP,Social Democratic Workers' Party,Sociaal Democratische Arbeiders Partij,Sociaal Democratische Arbeiders Partij,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,8.0,11.0,1918,1910,1915
300,NLD,Netherlands,parliament,1918-07-03,13.4,13.0,93,ARP,Anti-Revolutionaire Partij,Anti-Revolutionary Party,5.8067,8,937,,,16.4,11.6,11.56466666666667,NLD,Netherlands,ARP,Anti-Revolutionary Party,Anti-Revolutionaire Partij,Anti-Revolutionaire Partij,chr,Christian democracy,5.8067,5.6933,6.7724,8.2894,22523.0,,,,,1001.0,,1001.0,8.0,3.0,1918,1910,1915
405,NLD,Netherlands,parliament,1918-07-03,6.5,7.0,93,CHU,Christelijk-Historische Unie,Christian Historical Union,5.8067,8,937,,,10.9,8.43,8.314666666666668,NLD,Netherlands,CHU,Christian Historical Union,Christelijk-Historische Unie,Christelijk-Historische Unie,chr,Christian democracy,5.8067,5.6933,6.7724,8.2894,22525.0,,,,,1001.0,,1001.0,8.0,3.0,1918,1910,1915
2462,NLD,Netherlands,parliament,1918-07-03,6.2,6.0,93,LU,Liberale Unie,Liberal Union ,6.0,8,937,,,6.2,6.2,6.2,NLD,Netherlands,LU,Liberal Union ,Liberale Unie,Liberale Unie,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,1918,1910,1915
944,NLD,Netherlands,parliament,1918-07-03,5.3,5.0,93,VDB,Vrijzinnig Democratische Bond,Free-thinking Democratic League,6.0,8,937,,,6.2,5.6,5.533333333333332,NLD,Netherlands,VDB,Free-thinking Democratic League,Vrijzinnig Democratische Bond,Vrijzinnig Democratische Bond,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,1918,1910,1915
2459,NLD,Netherlands,parliament,1918-07-03,3.8,4.0,93,BVL,Bond van Vrije Liberalen,League of Free Liberals,6.0,8,937,,,3.8,3.8,3.8,NLD,Netherlands,BVL,League of Free Liberals,Bond van Vrije Liberalen,Bond van Vrije Liberalen,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,1918,1910,1915
2457,NLD,Netherlands,parliament,1918-07-03,3.1,3.0,93,EB,Economische Bond,Economic League ,6.0,8,937,,,3.1,3.1,3.1,NLD,Netherlands,EB,Economic League ,Economische Bond,Economische Bond,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,1918,1910,1915
1194,NLD,Netherlands,parliament,1918-07-03,2.3,2.0,93,CPN,Communistische Partij Nederland,Communist Party of the Netherlands,0.8,8,937,,,10.56,2.9850000000000003,3.657777777777778,NLD,Netherlands,CPN,Communist Party of the Netherlands,Communistische Partij Nederland,Communistische Partij Nederland,com,Communist/Socialist,0.8,1.4,3.0,5.0,,,,1102.0,,1012.0,,,8.0,14.0,1918,1910,1915
2458,NLD,Netherlands,parliament,1918-07-03,0.4,1.0,93,PB|NBTM,"Peasants' League | Nationale Boeren-, Tuinders- en Middenstandspartij","Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party",5.3,8,937,,,2.0,1.3,1.2,NLD,Netherlands,PB|NBTM,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party","Peasants' League | Nationale Boeren-, Tuinders- en Middenstandspartij","Peasants' League | Nationale Boeren-, Tuinders- en Middenstandspartij",agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,8.0,2.0,1918,1910,1915
2461,NLD,Netherlands,parliament,1922-07-05,9.3,10.0,100,LSP,"Liberale Staatspartij ""de Vrijheidsbond""","Liberal State Party ""The Freedom League""",6.0,8,938,937.0,1262.0,9.3,7.4,7.26,NLD,Netherlands,LSP,"Liberal State Party ""The Freedom League""","Liberale Staatspartij ""de Vrijheidsbond""","Liberale Staatspartij ""de Vrijheidsbond""",lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,1922,1920,1920
1251,NLD,Netherlands,parliament,1922-07-05,0.9,1.0,100,SGP,Staatkundig Gereformeerde Partij,Political Reformed Party,8.7531,8,938,937.0,1262.0,2.5,2.01,1.9892592592592593,NLD,Netherlands,SGP,Political Reformed Party,Staatkundig Gereformeerde Partij,Staatkundig Gereformeerde Partij,con,Conservative,8.7531,6.3487,9.7744,2.9307,,294.0,1528527.0,1110.0,2607.0,1006.0,7160.0,1019.0,8.0,26.0,1922,1920,1920
2466,NLD,Netherlands,parliament,1925-07-01,1.2,1.0,100,RKVP,Roomsch-Katholieke Volkspartij,Roman Catholic People's Party,6.2,8,939,938.0,1261.0,1.2,1.15,1.15,NLD,Netherlands,RKVP,Roman Catholic People's Party,Roomsch-Katholieke Volkspartij,Roomsch-Katholieke Volkspartij,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,8.0,3.0,1925,1920,1925
2464,NLD,Netherlands,parliament,1925-07-01,1.0,1.0,100,HGS,Hervormd Gereformeerde Staatspartij,New Reformed State Party ,6.2,8,939,938.0,1261.0,1.1,1.0,1.0,NLD,Netherlands,HGS,New Reformed State Party ,Hervormd Gereformeerde Staatspartij,Hervormd Gereformeerde Staatspartij,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,8.0,3.0,1925,1920,1925
2465,NLD,Netherlands,parliament,1933-04-26,1.3,1.0,100,RSP,Revolutionair Socialistische Partij,Revolutionary Socialist Party ,1.2,8,941,940.0,1258.0,1.3,1.3,1.3,NLD,Netherlands,RSP,Revolutionary Socialist Party ,Revolutionair Socialistische Partij,Revolutionair Socialistische Partij,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,8.0,14.0,1933,1930,1930
2542,NLD,Netherlands,parliament,1933-04-26,1.0,1.0,100,CDU,Christelijk-Democratische Unie,Christian Democratic Union,6.2,8,941,940.0,1258.0,2.1,1.55,1.55,NLD,Netherlands,CDU,Christian Democratic Union,Christelijk-Democratische Unie,Christelijk-Democratische Unie,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,8.0,3.0,1933,1930,1930
2463,NLD,Netherlands,parliament,1937-05-26,4.2,4.0,100,NSB,Nationaal-Socialistische Beweging in Nederland,National Socialist Movement in the Netherlands,8.7,8,942,941.0,1256.0,4.2,4.2,4.2,NLD,Netherlands,NSB,National Socialist Movement in the Netherlands,Nationaal-Socialistische Beweging in Nederland,Nationaal-Socialistische Beweging in Nederland,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,8.0,40.0,1937,1930,1935
451,NLD,Netherlands,parliament,1946-05-17,30.81,32.0,100,KVP,Katholieke Volkspartij,Catholic Peoples Party,5.9473,8,182,942.0,767.0,31.88,30.81,27.964444444444446,NLD,Netherlands,KVP,Catholic Peoples Party,Katholieke Volkspartij,Katholieke Volkspartij,chr,Christian democracy,5.9473,5.8848,6.6882,7.7157,22522.0,,,1106.0,,1001.0,7040.0,1001.0,8.0,3.0,1946,1940,1945
742,NLD,Netherlands,parliament,1946-05-17,28.31,29.0,100,PvdA,Partij van de Arbeid,Labour Party,3.6118,8,182,942.0,767.0,33.83,27.675,26.080909090909095,NLD,Netherlands,PvdA,Labour Party,Partij van de Arbeid,Partij van de Arbeid,soc,Social democracy,3.6118,3.8680000000000003,3.2028,7.9904,22320.0,299.0,1528320.0,1104.0,2602.0,1002.0,7140.0,1002.0,8.0,11.0,1946,1940,1945
1409,NLD,Netherlands,parliament,1946-05-17,6.41,6.0,100,VVD,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,7.3482,8,182,942.0,767.0,26.58,15.055,15.515909090909092,NLD,Netherlands,VVD,People's Party for Freedom and Democracy,Volkspartij voor Vrijheid en Democratie,Volkspartij voor Vrijheid en Democratie,lib,Liberal,7.3482,7.8979,4.3887,5.9471,22420.0,305.0,1528420.0,1107.0,2605.0,1003.0,7200.0,1003.0,8.0,6.0,1946,1940,1945
3,NLD,Netherlands,parliament,1948-07-07,1.26,1.0,100,KNP,Katholieke Nationale Partij,Catholic National Party,6.2,8,497,182.0,96.0,2.71,1.9849999999999999,1.9849999999999999,NLD,Netherlands,KNP,Catholic National Party,Katholieke Nationale Partij,Katholieke Nationale Partij,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,8.0,3.0,1948,1940,1945
1452,NLD,Netherlands,parliament,1959-03-12,1.84,2.0,150,PSP,Pacifistisch Socialistische Partij,Pacifist Socialist Party,1.2,8,667,437.0,741.0,3.03,1.84,1.913333333333333,NLD,Netherlands,PSP,Pacifist Socialist Party,Pacifistisch Socialistische Partij,Pacifistisch Socialistische Partij,com,Communist/Socialist,0.6,1.4,3.0,5.0,,,,1101.0,,1011.0,,,8.0,14.0,1959,1950,1955
1595,NLD,Netherlands,parliament,1963-05-15,2.13,3.0,150,Bp,Boerenpartij,Farmers Party,5.3,8,529,667.0,694.0,4.77,1.94,2.1559999999999997,NLD,Netherlands,Bp,Farmers Party,Boerenpartij,Boerenpartij,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,8.0,2.0,1963,1960,1960
625,NLD,Netherlands,parliament,1963-05-15,0.74,1.0,150,GPV,Gereformeerd Politiek Verbond,Reformed Political League,8.1444,8,529,667.0,694.0,1.77,0.96,1.1227272727272728,NLD,Netherlands,GPV,Reformed Political League,Gereformeerd Politiek Verbond,Gereformeerd Politiek Verbond,con,Conservative,8.1444,5.8,8.6364,3.4848,,,,1108.0,2606.0,1007.0,,1007.0,8.0,26.0,1963,1960,1960
345,NLD,Netherlands,parliament,1967-02-15,4.48,7.0,150,D66,Democraten 66,Democrats 66,4.5066,8,204,529.0,455.0,15.49,6.455,7.06125,NLD,Netherlands,D66,Democrats 66,Democraten 66,Democraten 66,lib,Liberal,4.5066,4.9917,1.7625,8.6233,22330.0,295.0,1528330.0,1105.0,2603.0,1004.0,7080.0,1004.0,8.0,6.0,1967,1960,1965
402,NLD,Netherlands,parliament,1971-04-28,5.33,8.0,150,DS70,Democratisch Socialisten 70,Democratic Socialists 70,3.8433,8,125,204.0,172.0,5.33,4.12,3.39,NLD,Netherlands,DS70,Democratic Socialists 70,Democratisch Socialisten 70,Democratisch Socialisten 70,con,Conservative,3.8433,3.9133,3.5288,8.4641,22524.0,,,,,,,1002.0,8.0,26.0,1971,1970,1970
342,NLD,Netherlands,parliament,1971-04-28,1.84,2.0,150,PPR,Politieke Partij Radikalen,Radical Political Party,1.6,8,125,204.0,172.0,4.8,1.7650000000000001,2.2033333333333336,NLD,Netherlands,PPR,Radical Political Party,Politieke Partij Radikalen,Politieke Partij Radikalen,eco,Green/Ecologist,1.6,2.5,1.8,5.0,22310.0,,,1103.0,,1010.0,,,8.0,19.0,1971,1970,1970
87,NLD,Netherlands,parliament,1971-04-28,1.51,2.0,150,MP,Midden Partij,Middle Party,7.4,8,125,204.0,172.0,1.51,1.51,1.51,NLD,Netherlands,MP,Middle Party,Midden Partij,Midden Partij,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,8.0,26.0,1971,1970,1970
235,NLD,Netherlands,parliament,1977-05-25,31.89,49.0,150,CDA,Christen Democratisch AppÃ¨l,Christian Democratic Appeal,5.9376,8,635,51.0,765.0,35.31,27.93,24.628461538461536,NLD,Netherlands,CDA,Christian Democratic Appeal,Christen Democratisch AppÃ¨l,Christen Democratisch Appel,chr,Christian democracy,5.9376,5.8848,6.6882,7.7157,22521.0,293.0,1528521.0,1106.0,2604.0,1001.0,7040.0,1001.0,8.0,3.0,1977,1970,1975
